rank,year,category,keywordTags,title,authors,venue,citationCount,importanceScore,keyIdea,strengths,limitations,url,doi,sourceId
33,2020,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure;connectome,A taxonomy of transcriptomic cell types across the isocortex and hippocampal formation,"Z. Yao, T. Nguyen, Cindy T. J. van Velthoven, Jeff Goldy, Adriana E. Sedeño-Cortés, Fahimeh Baftizadeh, et al.",bioRxiv,760,162.82,"The isocortex and hippocampal formation are two major structures in the mammalian brain that play critical roles in perception, cognition, emotion and learning.",high citation signal (760); open-access PDF metadata; brain-structure signal,"Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1101/2020.03.30.015214,10.1101/2020.03.30.015214,772ccc4e2d9a727c6c12bced4fc501ebb71b11e5
34,2020,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure,The 2020 Five Domains Model: Including Human-Animal Interactions in Assessments of Animal Welfare,"D. Mellor, N. Beausoleil, K. Littlewood, A. McLean, P. McGreevy, B. Jones, et al.",Animals,759,149.6,"Simple Summary This review outlines the latest in a succession of updates of the Five Domains Model, which, at each stage, incorporated contemporary verified scientific thinking of relevance to animal welfare assessment.",high citation signal (759); open-access PDF metadata; brain-structure signal,"Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.3390/ani10101870,10.3390/ani10101870,7d53a86ac3afd29bd2d54eaa72498c79a23e2d98
35,2020,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;clinical-neuroai,High-Spatial-Resolution Multi-Omics Sequencing via Deterministic Barcoding in Tissue,"Yang Liu, Mingyu Yang, Yanxiang Deng, Graham Su, Archibald Enninful, Cindy C. Guo, et al.",Cell,755,162.7,SUMMARY We present DBiT-seq - Deterministic Barcoding in Tissue for spatial omics sequencing - for co-mapping of mRNAs and proteins in a formaldehyde-fixed tissue slide via NGS sequencing.,high citation signal (755); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/j.cell.2020.10.026,10.1016/j.cell.2020.10.026,aed50c5d7ea963658421e730079a8d7badc8efe9
36,2020,Clinical NeuroAI and Brain Disorders,brain-structure;connectome;decoding;clinical-neuroai;neuromorphic-bci,Technology of deep brain stimulation: current status and future directions,"J. Krauss, N. Lipsman, T. Aziz, A. Boutet, P. Brown, J. Chang, et al.",Nature Reviews Neurology,746,158.09,Deep brain stimulation (DBS) is a neurosurgical procedure that allows targeted circuit-based neuromodulation.,high citation signal (746); recognized venue; open-access PDF metadata; brain-structure signal,"Clinical cohorts vary by disease stage, comorbidity, treatment history, and follow-up.; Models can learn site or demographic artifacts instead of disease mechanisms.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1038/s41582-020-00426-z,10.1038/s41582-020-00426-z,2e56b83f7e804a10d8ad4458544c24a75634d691
37,2020,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;clinical-neuroai,Human and mouse single-nucleus transcriptomics reveal TREM2-dependent and - independent cellular responses in Alzheimer's disease,"Yingyue Zhou, Wilbur M Song, P. Andhey, A. Swain, T. Levy, K. Miller, et al.",Nature Medicine,736,148.25,Glia have been implicated in Alzheimer's disease (AD) pathogenesis.,high citation signal (736); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1038/s41591-019-0695-9,10.1038/s41591-019-0695-9,99ea49ab0c1c1672b94039e5c61e1144b048cb80
38,2020,Computational Neuroscience and Brain-Inspired AI,brain-structure,Systematic comparison of single-cell and single-nucleus RNA-sequencing methods,"Jiarui Ding, Xian Adiconis, Sean K. Simmons, Monika S. Kowalczyk, Cynthia C. Hession, Nemanja Marjanović, et al.",Nature Biotechnology,716,146.55,"The scale and capabilities of single-cell RNA-sequencing methods have expanded rapidly in recent years, enabling major discoveries and large-scale cell mapping efforts.",high citation signal (716); recognized venue; open-access PDF metadata; brain-structure signal,"Model fit does not by itself prove biological mechanism.; Brain-inspired analogies can become too loose unless tied to measurable neural evidence.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1038/s41587-020-0465-8,10.1038/s41587-020-0465-8,9801c18d3ed0085d9cc3bd8007086682bcafc31e
39,2020,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,The health effects of ultrafine particles,D. Schraufnagel,Experimental and Molecular Medicine,709,150.37,"Ultrafine particles (PM0.1), which are present in the air in large numbers, pose a health risk.",high citation signal (709); open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1038/s12276-020-0403-3,10.1038/s12276-020-0403-3,c0f4cebd50f00191fafd8eb5be49fba2c25f44a2
40,2020,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome;neuroimaging,Topographic organization of the human subcortex unveiled with functional connectivity gradients,"Y. Tian, D. Margulies, M. Breakspear, A. Zalesky",Nature Neuroscience,697,166.47,"Brain atlases are fundamental to understanding the topographic organization of the human brain, yet many contemporary human atlases cover only the cerebral cortex, leaving the subcortex a terra incognita.",high citation signal (697); recognized venue; open-access PDF metadata; brain-structure signal,"Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1038/s41593-020-00711-6,10.1038/s41593-020-00711-6,3382442cbbd752877be6b464d8a10c7a02eba155
41,2020,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome;decoding,Linking Structure and Function in Macroscale Brain Networks.,"Laura E. Suárez, R. Markello, Richard F. Betzel, B. Mišić",Trends in Cognitive Sciences,695,154.42,Structure-function relationships are a fundamental principle of many naturally occurring systems.,high citation signal (695); recognized venue; open-access PDF metadata; brain-structure signal,"Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/j.tics.2020.01.008,10.1016/j.tics.2020.01.008,93dbc4cec621bcd0d9b85d01200101649a0b4a02
42,2020,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Role of oxidative stress in depression.,"Shvetank Bhatt, A. Nagappa, Chandragouda R. Patil",Drug Discovery Today,684,144.73,Reactive oxygen species (ROS) have vital roles in cellular signaling and in defence against invasive microorganisms.,high citation signal (684); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/j.drudis.2020.05.001,10.1016/j.drudis.2020.05.001,7a0f3c37a9499313513916b53017b8d915a200dc
43,2020,Clinical NeuroAI and Brain Disorders,brain-structure;connectome;neuroimaging;clinical-neuroai,"A randomized, double-blind, phase 2b proof-of-concept clinical trial in early Alzheimer's disease with lecanemab, an anti-Aβ protofibril antibody","Chad J. Swanson, Yong Zhang, S. Dhadda, Jinping Wang, J. Kaplow, Robert Y.K. Lai, et al.",Alzheimer's Research & Therapy,683,151.3,"Background Lecanemab (BAN2401), an IgG1 monoclonal antibody, preferentially targets soluble aggregated amyloid beta (Aβ), with activity across oligomers, protofibrils, and insoluble fibrils.",high citation signal (683); open-access PDF metadata; brain-structure signal,"Clinical cohorts vary by disease stage, comorbidity, treatment history, and follow-up.; Models can learn site or demographic artifacts instead of disease mechanisms.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1186/s13195-021-00813-8,10.1186/s13195-021-00813-8,565142d0377f2d6b99ff92c4a7eb0d2c1a0f8a55
44,2020,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure;machine-learning;deep-learning;neural-signals,Emotion recognition using multi-modal data and machine learning techniques: A tutorial and review,"Jianhua Zhang, Z. Yin, Peng Chen, S. Nichele",Information Fusion,675,173.09,"Abstract In recent years, the rapid advances in machine learning (ML) and information fusion has made it possible to endow machines/computers with the ability of emotion understanding, recognition, and analysis.",high citation signal (675); open-access PDF metadata; synthesis or review value; explicit AI/modeling signal,"Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Model performance should be checked for leakage, confounding, calibration, and external validity.",https://doi.org/10.1016/j.inffus.2020.01.011,10.1016/j.inffus.2020.01.011,e5822c78e94e53fb56094fc443bb1c650168d014
45,2020,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;clinical-neuroai,SARS-CoV-2 cellular tropism,"Sydney R. Stein, Sabrina C. Ramelli, Alison Grazioli, J. Chung, Manmeet Singh, C. Yinda, et al.",The Lancet Microbe,657,160.21,"Coronavirus disease 2019 (COVID-19) is known to cause multi-organ dysfunction1-3 during acute infection with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), with some patients experiencing prolonged symptoms, termed post-acute sequelae of SARS-CoV-2 (refs.",high citation signal (657); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/S2666-5247(20)30008-2,10.1016/S2666-5247(20)30008-2,19b52c36a7def937541a5e4d57a5122a2972bf68
46,2020,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure;clinical-neuroai,Hippocampal Avoidance During Whole-Brain Radiotherapy Plus Memantine for Patients With Brain Metastases: Phase III Trial NRG Oncology CC001.,"P. Brown, V. Gondi, S. Pugh, W. Tomé, J. Wefel, T. Armstrong, et al.",Journal of Clinical Oncology,651,156.04,PURPOSE Radiation dose to the neuroregenerative zone of the hippocampus has been found to be associated with cognitive toxicity.,high citation signal (651); open-access PDF metadata; brain-structure signal,"Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1200/JCO.19.02767,10.1200/JCO.19.02767,c2ef11d6962652adea885e97a31563f9a14a4c85
47,2020,Structural Neuroimaging and AI,brain-structure;connectome;deep-learning;neuroimaging;clinical-neuroai,CA-Net: Comprehensive Attention Convolutional Neural Networks for Explainable Medical Image Segmentation,"Ran Gu, Guotai Wang, Tao Song, Rui Huang, M. Aertsen, J. Deprest, et al.",IEEE Transactions on Medical Imaging,645,161.47,Accurate medical image segmentation is essential for diagnosis and treatment planning of diseases.,high citation signal (645); open-access PDF metadata; explicit AI/modeling signal; brain-structure signal,"Scanner, site, protocol, and preprocessing differences can be learned as shortcuts by AI models.; High predictive accuracy does not guarantee anatomical validity or causal interpretation.; Model performance should be checked for leakage, confounding, calibration, and external validity.",https://doi.org/10.1109/TMI.2020.3035253,10.1109/TMI.2020.3035253,c458eeae3a915a9a2039a6ef8777fdc0b43eb333
48,2020,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Cytochrome P450 oxidoreductase contributes to phospholipid peroxidation in ferroptosis,"Y. Zou, Haoxin Li, E. T. Graham, A. Deik, J. Eaton, Wenyu Wang, et al.",Nature Chemical Biology,638,158.48,"Ferroptosis is widely involved in degenerative diseases in various tissues including kidney, liver and brain, and is a targetable vulnerability in multiple primary and therapy-resistant cancers.",high citation signal (638); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1038/s41589-020-0472-6,10.1038/s41589-020-0472-6,65cb664c95b26e83f1831838ef85592244ef72ee
49,2020,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure;connectome;machine-learning;deep-learning;neuroimaging,The neural architecture of language: Integrative modeling converges on predictive processing,"Martin Schrimpf, I. Blank, Greta Tuckute, Carina Kauf, Eghbal A. Hosseini, N. Kanwisher, et al.",Proceedings of the National Academy of Sciences of the United States of America,635,177.19,Significance Language is a quintessentially human ability.,high citation signal (635); recognized venue; open-access PDF metadata; explicit AI/modeling signal,"Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Model performance should be checked for leakage, confounding, calibration, and external validity.",https://doi.org/10.1101/2020.06.26.174482,10.1101/2020.06.26.174482,644a33399711b31f8a5a1b464f6ffd7c2264fedc
50,2020,Clinical NeuroAI and Brain Disorders,brain-structure;connectome;deep-learning;decoding;neuroimaging;neural-signals;clinical-neuroai,Near real-time intraoperative brain tumor diagnosis using stimulated Raman histology and deep neural networks,"Todd C. Hollon, B. Pandian, S. Khalsa, R. D'Amico, M. Sisti, J. Bruce, et al.",Nature Medicine,631,179.48,Intraoperative diagnosis is essential for providing safe and effective care during cancer surgery1.,high citation signal (631); recognized venue; open-access PDF metadata; explicit AI/modeling signal,"Clinical cohorts vary by disease stage, comorbidity, treatment history, and follow-up.; Models can learn site or demographic artifacts instead of disease mechanisms.; Model performance should be checked for leakage, confounding, calibration, and external validity.",https://doi.org/10.1038/s41591-019-0715-9,10.1038/s41591-019-0715-9,3ea82a8c74fdf3bdbbee4c96354746ccbf8e22ee
51,2020,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;clinical-neuroai,Brain insulin resistance in Alzheimer's disease and related disorders: mechanisms and therapeutic approaches,"D. Kellar, S. Craft",Lancet Neurology,630,167.45,Insulin is a peptide secreted by the pancreas and plays an important role in the regulation of glucose metabolism in peripheral tissues.,high citation signal (630); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/s1474-4422(20)30231-3,10.1016/s1474-4422(20)30231-3,bdd385e9a802b009e791b109fd900e0cc4acfb0c
52,2020,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure;connectome;brain-inspired-ai;neuroimaging;clinical-neuroai,The Cognitive Neuroscience of Attention,M. Posner,Unknown venue,630,152.05,"M.I. Posner, Progress in Attention Research.",high citation signal (630); brain-structure signal,"Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.4324/9781003048916,10.4324/9781003048916,ed86d5475f159852b815c7dfffc864b9b073a601
53,2020,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;connectome;neuroimaging;clinical-neuroai,Brain-first versus body-first Parkinson's disease: a multimodal imaging case-control study.,"Jacob Horsager, Katrine B. Andersen, K. Knudsen, Casper Skjærbæk, T. Fedorova, N. Okkels, et al.",Brain : a journal of neurology,626,171.74,"Parkinson's disease is characterized by the presence of abnormal, intraneuronal α-synuclein aggregates, which may propagate from cell-to-cell in a prion-like manner.",high citation signal (626); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1093/brain/awaa238,10.1093/brain/awaa238,4c1e8f2a1c3a4e2d9291eb836ca11face17c5e22
54,2020,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,The plastic brain: neurotoxicity of micro- and nanoplastics,"Minne Prüst, J. Meijer, R. Westerink",Particle and Fibre Toxicology,625,154.11,"Given the global abundance and environmental persistence, exposure of humans and (aquatic) animals to micro- and nanoplastics is unavoidable.",high citation signal (625); open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1186/s12989-020-00358-y,10.1186/s12989-020-00358-y,6500c2855f16507548ccf98ec1d700106456d957
55,2020,Clinical NeuroAI and Brain Disorders,brain-structure;brain-inspired-ai;clinical-neuroai,Posttraumatic stress symptoms and attitude toward crisis mental health services among clinically stable patients with COVID-19 in China,"Hai-xin Bo, Wen Li, Yuan Yang, Yu Wang, Qinge Zhang, T. Cheung, et al.",Psychological Medicine,613,148.16,"1. Department of Nursing, Peking Union Medical College Hospital, Beijing, China; 2.",high citation signal (613); open-access PDF metadata; brain-structure signal,"Clinical cohorts vary by disease stage, comorbidity, treatment history, and follow-up.; Models can learn site or demographic artifacts instead of disease mechanisms.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1017/S0033291720000999,10.1017/S0033291720000999,b56152385d9506d53fe6c39dbe1798e86037b836
56,2020,Computational Neuroscience and Brain-Inspired AI,brain-structure;brain-inspired-ai,A Mouse Model of SARS-CoV-2 Infection and Pathogenesis,"Shihun Sun, Qi Chen, Hongjing Gu, Guan Yang, Yanxing Wang, Xingyao Huang, et al.",Cell Host and Microbe,598,166.51,"Summary Since December 2019, a novel coronavirus SARS-CoV-2 has emerged and rapidly spread throughout the world, resulting in a global public health emergency.",high citation signal (598); recognized venue; open-access PDF metadata; brain-structure signal,"Model fit does not by itself prove biological mechanism.; Brain-inspired analogies can become too loose unless tied to measurable neural evidence.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/j.chom.2020.05.020,10.1016/j.chom.2020.05.020,851800c010d9aee010914154247fea72d2fa3db7
57,2020,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;clinical-neuroai,Single cell RNA sequencing of human microglia uncovers a subset associated with Alzheimer's disease,"M. Olah, V. Menon, Naomi Habib, M. Taga, Yiyi Ma, Christina Yung, et al.",Nature Communications,598,162.51,The extent of microglial heterogeneity in humans remains a central yet poorly explored question in light of the development of therapies targeting this cell type.,high citation signal (598); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1038/s41467-020-19737-2,10.1038/s41467-020-19737-2,9ede0419da3c5670071f40c76ffeb53d1a55ac92
58,2020,Computational Neuroscience and Brain-Inspired AI,brain-structure;connectome;deep-learning;decoding;brain-inspired-ai,Brain-inspired replay for continual learning with artificial neural networks,"Gido M. van de Ven, H. Siegelmann, A. Tolias",Nature Communications,592,175.93,Artificial neural networks suffer from catastrophic forgetting.,high citation signal (592); recognized venue; open-access PDF metadata; explicit AI/modeling signal,"Model fit does not by itself prove biological mechanism.; Brain-inspired analogies can become too loose unless tied to measurable neural evidence.; Model performance should be checked for leakage, confounding, calibration, and external validity.",https://doi.org/10.1038/s41467-020-17866-2,10.1038/s41467-020-17866-2,7bfb4ef17eabec1acd266958bdb08622eebfbb05
59,2020,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,The blood-brain barrier in health and disease: Important unanswered questions,"C. Profaci, Roeben N. Munji, Robert S. Pulido, R. Daneman",Journal of Experimental Medicine,590,153.07,"The blood vessels of the central nervous system tightly control the movement of ions, molecules, and cells between the blood and tissue.",high citation signal (590); open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1084/jem.20190062,10.1084/jem.20190062,314258500ba2033b3643422f95db18694c2d9b10
60,2020,Computational Neuroscience and Brain-Inspired AI,brain-structure;connectome;deep-learning;brain-inspired-ai;neural-signals;neuromorphic-bci,Large-scale neuromorphic optoelectronic computing with a reconfigurable diffractive processing unit,"Tiankuang Zhou, Xing Lin, Jiamin Wu, Yitong Chen, Hao Xie, Yipeng Li, et al.",Nature Photonics,588,177.01,There is an ever-growing demand for artificial intelligence.,high citation signal (588); recognized venue; open-access PDF metadata; explicit AI/modeling signal,"Model fit does not by itself prove biological mechanism.; Brain-inspired analogies can become too loose unless tied to measurable neural evidence.; Model performance should be checked for leakage, confounding, calibration, and external validity.",https://doi.org/10.1038/s41566-021-00796-w,10.1038/s41566-021-00796-w,384c7150417d14f8e333718f595f7ebbe05df67d
61,2020,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure;clinical-neuroai,The Critical Relationship Between Anxiety and Depression.,N. Kalin,American Journal of Psychiatry,585,148.12,"Anxiety and depressive disorders are among the most commonpsychiatric illnesses; theyarehighly comorbidwith each other, and together they are considered to belong to the broader category of internalizing disorders.",high citation signal (585); open-access PDF metadata; brain-structure signal,"Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1176/appi.ajp.2020.20030305,10.1176/appi.ajp.2020.20030305,1c146db4837ab515f00579919a61eca93c3cc26d
62,2020,Clinical NeuroAI and Brain Disorders,brain-structure;connectome;clinical-neuroai,Semaglutide lowers body weight in rodents via distributed neural pathways.,"S. Gabery, C. G. Salinas, S. Paulsen, J. Ahnfelt-Rønne, T. Alanentalo, Arian F. Baquero, et al.",JCI Insight,585,141.32,"Semaglutide, a glucagon-like peptide 1 (GLP-1) analog, induces weight loss, lowers glucose levels, and reduces cardiovascular risk in patients with diabetes.",high citation signal (585); open-access PDF metadata; brain-structure signal,"Clinical cohorts vary by disease stage, comorbidity, treatment history, and follow-up.; Models can learn site or demographic artifacts instead of disease mechanisms.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1172/jci.insight.133429,10.1172/jci.insight.133429,f4ce35b05e4b90ce4c6ab673717d07af16d80577
63,2020,Clinical NeuroAI and Brain Disorders,brain-structure;connectome;machine-learning;deep-learning;neuroimaging;neural-signals;clinical-neuroai,"Recovery from disorders of consciousness: mechanisms, prognosis and emerging therapies","B. Edlow, J. Claassen, N. Schiff, D. Greer",Nature Reviews Neurology,581,178.0,"Substantial progress has been made over the past two decades in detecting, predicting and promoting recovery of consciousness in patients with disorders of consciousness (DoC) caused by severe brain injuries.",high citation signal (581); recognized venue; open-access PDF metadata; explicit AI/modeling signal,"Clinical cohorts vary by disease stage, comorbidity, treatment history, and follow-up.; Models can learn site or demographic artifacts instead of disease mechanisms.; Model performance should be checked for leakage, confounding, calibration, and external validity.",https://doi.org/10.1038/s41582-020-00428-x,10.1038/s41582-020-00428-x,ff239561ded3e047eca26e1b297501919fb5cd86
64,2020,Structural Neuroimaging and AI,brain-structure;connectome;machine-learning;deep-learning;neuroimaging,Classification of Brain Tumors from MRI Images Using a Convolutional Neural Network,"Milica M. Badža, M. Barjaktarović",Applied Sciences,576,175.44,"The classification of brain tumors is performed by biopsy, which is not usually conducted before definitive brain surgery.",high citation signal (576); recognized venue; open-access PDF metadata; explicit AI/modeling signal,"Scanner, site, protocol, and preprocessing differences can be learned as shortcuts by AI models.; High predictive accuracy does not guarantee anatomical validity or causal interpretation.; Model performance should be checked for leakage, confounding, calibration, and external validity.",https://doi.org/10.3390/app10061999,10.3390/app10061999,0a0ef3a1c242b119aede522fd2faf88ae18e9057
65,2020,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,Circadian control of brain glymphatic and lymphatic fluid flow,"Lauren M. Hablitz, Virginia Plá, Michael J. Giannetto, Hanna S. Vinitsky, F. F. Stæger, Tanner Metcalfe, et al.",Nature Communications,574,147.78,The glymphatic system is a network of perivascular spaces that promotes movement of cerebrospinal fluid (CSF) into the brain and clearance of metabolic waste.,high citation signal (574); recognized venue; open-access PDF metadata; brain-structure signal,"Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1038/s41467-020-18115-2,10.1038/s41467-020-18115-2,d0d6ac140cf093d0d37d751100bbb70573d92415
66,2020,General Brain-AI Structure Reviews and Methods,brain-structure,Using Bayes factor hypothesis testing in neuroscience to establish evidence of absence,"C. Keysers, V. Gazzola, E. Wagenmakers",Nature Neuroscience,572,156.52,"Most neuroscientists would agree that for brain research to progress, we have to know which experimental manipulations have no effect as much as we must identify those that do have an effect.",high citation signal (572); recognized venue; open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1038/s41593-020-0660-4,10.1038/s41593-020-0660-4,d342537a05b3bcf5695de9f43886906e989a5d01
67,2020,Clinical NeuroAI and Brain Disorders,brain-structure;clinical-neuroai,"Recent Advancements in Pathogenesis, Diagnostics and Treatment of Alzheimer's Disease","Sahil Khan, K. Barve, Maushmi S. Kumar",Current Neuropharmacology,568,145.59,Background The only conclusive way to diagnose Alzheimer's is to carry out brain autopsy of the patient's brain tissue and ascertain whether the subject had Alzheimer's or any other form of dementia.,high citation signal (568); open-access PDF metadata; brain-structure signal,"Clinical cohorts vary by disease stage, comorbidity, treatment history, and follow-up.; Models can learn site or demographic artifacts instead of disease mechanisms.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.2174/1570159X18666200528142429,10.2174/1570159X18666200528142429,8d466027a75c39f17e7ad5ecc5f8e37042c6bc87
68,2020,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;clinical-neuroai,Neuroinvasion of SARS-CoV-2 in human and mouse brain,"E. Song, Ce Zhang, Benjamin Israelow, Alice Lu-Culligan, Alba Vieites Prado, Sophie Skriabine, et al.",bioRxiv,554,155.14,"Although COVID-19 is considered to be primarily a respiratory disease, SARS-CoV-2 affects multiple organ systems including the central nervous system (CNS).",high citation signal (554); open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1101/2020.06.25.169946,10.1101/2020.06.25.169946,8b719789dede13749666d0705d7f7073a75164c5
69,2020,"Brain Decoding, Representation Learning, and BCI",brain-structure;decoding;clinical-neuroai;neuromorphic-bci,Brain-Computer Interfaces,"Ricardo Chavarriaga, J. Millán",Handbook of Clinical Neurology,548,173.35,Positions Brain-Computer Interfaces within Clinical Neurology and Neurodegeneration.,high citation signal (548); recognized venue; open-access PDF metadata; brain-structure signal,"Small cohorts, session drift, invasive risk, and nonstationary signals limit generalization.; Offline decoding accuracy may not reflect real-time user burden or long-term deployment reliability.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1007/978-3-540-29678-2_717,10.1007/978-3-540-29678-2_717,88180800dbffa736a05c9a42e375f5d53a1abab6
