rank,year,category,keywordTags,title,authors,venue,citationCount,importanceScore,keyIdea,strengths,limitations,url,doi,sourceId
29,1995,General Brain-AI Structure Reviews and Methods,brain-structure,Mechanisms of neural patterning and specification in the developing cerebellum.,"M. Hatten, N. Heintz",Annual Review of Neuroscience,571,139.48,Positions Mechanisms of neural patterning and specification in the developing cerebellum. within General Brain Science and Reviews.,high citation signal (571); recognized venue; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1146/ANNUREV.NE.18.030195.002125,10.1146/ANNUREV.NE.18.030195.002125,bdb961c14e9104f97f4d7145ee7c87dc458ca3ee
30,1995,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,Analysis of connectivity in the cat cerebral cortex,"JW Scannell, C. Blakemore, MP Young",Journal of Neuroscience,552,147.08,The mammalian cerebral cortex is innervated by a large number of corticocortical connections.,high citation signal (552); recognized venue; open-access PDF metadata; brain-structure signal,"Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1523/JNEUROSCI.15-02-01463.1995,10.1523/JNEUROSCI.15-02-01463.1995,7378f5778d373c9d39bc4c433e06e4d0bf6a3b2b
31,1995,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"Serum-free B27/neurobasal medium supports differentiated growth of neurons from the striatum, substantia nigra, septum, cerebral cortex, cerebellum, and dentate gyrus",G. Brewer,Journal of Neuroscience Research,544,140.61,"Positions Serum-free B27/neurobasal medium supports differentiated growth of neurons from the striatum, substantia nigra, septum, cerebral cortex, cerebellum, and dentate gyrus within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (544); recognized venue; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1002/JNR.490420510,10.1002/JNR.490420510,c7040dd0015dca377b700ca708c3b9f3e7514ea8
32,1995,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"Regional, cellular, and subcellular variations in the distribution of D1 and D5 dopamine receptors in primate brain","C. Bergson, L. Mrzljak, J. Smiley, Mariamma Pappy, R. Levenson, P. Goldman-Rakic",Journal of Neuroscience,516,146.66,The pathways governing signal transduction in the mesocortical and nigrostriatal dopamine systems of the brain are of central importance in a variety of drug actions and neurological diseases.,high citation signal (516); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1523/JNEUROSCI.15-12-07821.1995,10.1523/JNEUROSCI.15-12-07821.1995,ddd9b2baa34ad282f2750185abd5fc4992503c17
33,1995,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;decoding,Dynamics of learning and recall at excitatory recurrent synapses and cholinergic modulation in rat hippocampal region CA3,"M. Hasselmo, Eric Schnell, E. Barkai",Journal of Neuroscience,511,141.69,Hippocampal region CA3 contains strong recurrent excitation mediated by synapses of the longitudinal association fibers.,high citation signal (511); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1523/JNEUROSCI.15-07-05249.1995,10.1523/JNEUROSCI.15-07-05249.1995,24ff219b4fa0f669e08f7d3e3fa5e23a1caf507d
34,1995,General Brain-AI Structure Reviews and Methods,brain-structure,Shared neural substrates controlling hand movements in human motor cortex.,"J. Sanes, John P. Donoghue, V. Thangaraj, Robert R. Edelman, Steven Warach",Science,501,137.13,Positions Shared neural substrates controlling hand movements in human motor cortex. within General Brain Science and Reviews.,high citation signal (501); recognized venue; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1126/SCIENCE.7792606,10.1126/SCIENCE.7792606,d10e0a0539131c261ece61844af79fce289ddd77
35,1995,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,A combination of BDNF and NT-3 promotes supraspinal axonal regeneration into Schwann cell grafts in adult rat thoracic spinal cord.,"X. M. Xu, V. Guénard, N. Kleitman, P. Aebischer, M. Bunge",Experimental Neurology,498,140.03,We previously demonstrated that Schwann cells (SCs) in semipermeable guidance channels promote axonal regeneration in adult rat spinal cord transected at the mid-thoracic level.,high citation signal (498); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1006/EXNR.1995.1056,10.1006/EXNR.1995.1056,f40a83ffc3669d3fea04e18d7b7e7b09095b5935
36,1995,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;connectome;neural-signals;clinical-neuroai,Specific tonotopic organizations of different areas of the human auditory cortex revealed by simultaneous magnetic and electric recordings.,"C. Pantev, O. Bertrand, C. Eulitz, Chantal Verkindt, S. Hampson, G. Schuierer, et al.",Electroencephalography and Clinical Neurophysiology,489,133.3,This paper presents data concerning auditory evoked responses in the middle latency range (wave Pam/Pa) and slow latency range (wave N1m/N1) recorded from 12 subjects.,high citation signal (489); open-access PDF metadata; brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/0013-4694(94)00209-4,10.1016/0013-4694(94)00209-4,4f58725b09b3d2b9ec954872a518d5de4b758f5b
37,1995,"Brain Decoding, Representation Learning, and BCI",brain-structure;neuroimaging,Localization of specific erythropoietin binding sites in defined areas of the mouse brain.,"M. Digicaylioglu, Sandrine Bichet, Hugo H. Marti, Roland H. Wenger, Luis A. Rivas, C. Bauer, et al.",Proceedings of the National Academy of Sciences of the United States of America,489,140.9,"The main physiological regulator of erythropoiesis is the hematopoietic growth factor erythropoietin (EPO), which is induced in response to hypoxia.",high citation signal (489); recognized venue; open-access PDF metadata; brain-structure signal,"Small cohorts, session drift, invasive risk, and nonstationary signals limit generalization.; Offline decoding accuracy may not reflect real-time user burden or long-term deployment reliability.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1073/PNAS.92.9.3717,10.1073/PNAS.92.9.3717,8a6d4463ff220973ded099f84c1e7edef71cb584
38,1995,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Conditioned fear-induced changes in behavior and in the expression of the immediate early gene c-fos: with and without diazepam pretreatment,"C. Beck, H. Fibiger",Journal of Neuroscience,488,139.66,"The synthesis of Fos, the protein product of the immediate early gene c- fos, was used to map metabolically some of the neural substrates of conditioned fear in the rat.",high citation signal (488); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1523/JNEUROSCI.15-01-00709.1995,10.1523/JNEUROSCI.15-01-00709.1995,4e515fc7189cb2502fe861afbc66076c75dc685c
39,1995,Computational Neuroscience and Brain-Inspired AI,brain-structure,Binding in models of perception and brain function.,C. Malsburg,Current Opinion in Neurobiology,486,131.59,Positions Binding in models of perception and brain function. within Cognitive and Systems Neuroscience.,high citation signal (486); open-access PDF metadata; brain-structure signal,"Model fit does not by itself prove biological mechanism.; Brain-inspired analogies can become too loose unless tied to measurable neural evidence.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/0959-4388(95)80014-X,10.1016/0959-4388(95)80014-X,c960fcd602c55624d32a8b6271dc0ae9b1aff021
40,1995,Clinical NeuroAI and Brain Disorders,brain-structure;clinical-neuroai,Brain-derived neurotrophic factor promotes the survival and sprouting of serotonergic axons in rat brain,"L. Mamounas, Medium Blue, J. Siuciak, C. Altar",Journal of Neuroscience,479,142.53,"A pathology of brain serotonergic (5-HT) systems has been found in psychiatric disturbances, normal aging and in neurodegenerative disorders including Alzheimer's and Parkinson's disease.",high citation signal (479); recognized venue; open-access PDF metadata; brain-structure signal,"Clinical cohorts vary by disease stage, comorbidity, treatment history, and follow-up.; Models can learn site or demographic artifacts instead of disease mechanisms.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1523/JNEUROSCI.15-12-07929.1995,10.1523/JNEUROSCI.15-12-07929.1995,a4848869f4af193abb89c265e5abaead38fe74a6
41,1995,Computational Neuroscience and Brain-Inspired AI,brain-structure,A Model of Parasagittal Controlled Cortical Impact in the Mouse: Cognitive and Histopathologic Effects,"D. Smith, H. Soares, J. S. Pierce, K. Perlman, K. Saatman, D. Meaney, et al.",Journal of Neurotrauma,460,137.6,Positions A Model of Parasagittal Controlled Cortical Impact in the Mouse: Cognitive and Histopathologic Effects within Computational Neuroscience and AI.,high citation signal (460); brain-structure signal,"Model fit does not by itself prove biological mechanism.; Brain-inspired analogies can become too loose unless tied to measurable neural evidence.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1089/neu.1995.12.169,10.1089/neu.1995.12.169,731ad2eb4bf1d72b7d3f2ec86f7b33e80667379d
42,1995,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome;decoding;neuroimaging,The neural substrates underlying word generation: a bilingual functional-imaging study.,"D. Klein, B. Milner, R. Zatorre, E. Meyer, Alan C. Evans",Proceedings of the National Academy of Sciences of the United States of America,458,144.12,We used positron emission tomography to investigate word generation in subjects whose first language was English but who were also proficient in French.,high citation signal (458); recognized venue; open-access PDF metadata; brain-structure signal,"Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1073/PNAS.92.7.2899,10.1073/PNAS.92.7.2899,15c9cd4e0da536f08c2e1d76eecee990ffb7585c
43,1995,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure,Somatodendritic localization and hyperphosphorylation of tau protein in transgenic mice expressing the longest human brain tau isoform.,"J. Gotz, A. Probst, M. Spillantini, T. Schafer, R. Jakes, K. Burki, et al.",EMBO Journal,452,126.29,"Positions Somatodendritic localization and hyperphosphorylation of tau protein in transgenic mice expressing the longest human brain tau isoform. within EEG, MEG, and Electrophysiology.",high citation signal (452); open-access PDF metadata; brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1002/j.1460-2075.1995.tb07116.x,10.1002/j.1460-2075.1995.tb07116.x,2275a662a2dfe0cd818f30c29db458d37c201a5f
44,1995,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,T-brain-1: a homolog of Brachyury whose expression defines molecularly distinct domains within the cerebral cortex.,"A. Bulfone, S. Smiga, K. Shimamura, A. Peterson, L. Puelles, J. Rubenstein",Neuron,446,138.05,"Positions T-brain-1: a homolog of Brachyury whose expression defines molecularly distinct domains within the cerebral cortex. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (446); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/0896-6273(95)90065-9,10.1016/0896-6273(95)90065-9,987a73c51981a133e65485dfe9d4fe879a4de2da
45,1995,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;decoding;neuromorphic-bci,Upregulation of bax protein levels in neurons following cerebral ischemia,"S. Krajewski, J. Mai, M. Krajewska, M. Sikorska, M. Mossakowski, John Calvin Reed",Journal of Neuroscience,440,164.2,"The patterns of expression of the bcl-2, bax, and bci-X genes were examined immunohistochemically in neurons of the adult rat brain before and after 10 min of global ischemia induced by transient cardiac arrest.",high citation signal (440); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1523/JNEUROSCI.15-10-06364.1995,10.1523/JNEUROSCI.15-10-06364.1995,1a0758c64a3d97fd3d79709539bc4c36e0823a03
46,1995,General Brain-AI Structure Reviews and Methods,brain-structure,Developmental and regional expression pattern of a novel NMDA receptor- like subunit (NMDAR-L) in the rodent brain,"N. Sucher, S. Akbarian, Carlin L. Chi, Cynthia L. Leclerc, M. Awobuluyi, D. Deitcher, et al.",Journal of Neuroscience,439,139.76,A novel NMDA receptor-like (NMDAR-L) cDNA was isolated that contained an open reading frame coding for a predicted polypeptide of 1115 amino acids that shares approximately 27% identity with NMDA receptor subunits.,high citation signal (439); recognized venue; open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1523/JNEUROSCI.15-10-06509.1995,10.1523/JNEUROSCI.15-10-06509.1995,29ea6a9f1b62aef24ae772072493ad6ff80a6572
47,1995,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;connectome,Constructing the cerebral cortex: neurogenesis and fate determination.,S. Mcconnell,Neuron,438,146.92,"Sitting at the apex of neural processing in the mammalian brain is the cerebral cortex, the convoluted sheet of neurons covering the two cerebral hemispheres.",high citation signal (438); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/0896-6273(95)90168-X,10.1016/0896-6273(95)90168-X,a4e6a603d793f93f6db68a0e2e3370ba2e8d6210
48,1995,"Electrophysiology, Neural Signals, and AI Decoding",machine-learning;neural-signals,Predictive value of early continuous amplitude integrated EEG recordings on outcome after severe birth asphyxia in full term infants.,"L. Hellstrom-Westas, I. Rosén, N. W. Svenningsen",Archives of Disease in Childhood: Fetal and Neonatal Edition,402,141.38,"Positions Predictive value of early continuous amplitude integrated EEG recordings on outcome after severe birth asphyxia in full term infants. within EEG, MEG, and Electrophysiology.",high citation signal (402); open-access PDF metadata; explicit AI/modeling signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Model performance should be checked for leakage, confounding, calibration, and external validity.",https://doi.org/10.1136/fn.72.1.F34,10.1136/fn.72.1.F34,ab31f5f177ee3e6cadd8477ec1b57c88fb86fd3c
49,1995,Clinical NeuroAI and Brain Disorders,brain-structure;clinical-neuroai,Development of the brainstem and cerebellum in autistic patients,"T. Hashimoto, M. Tayama, K. Murakawa, T. Yoshimoto, M. Miyazaki, Midori Harada, et al.",Journal of Autism and Developmental Disorders,388,121.74,"Positions Development of the brainstem and cerebellum in autistic patients within Brain Development, Plasticity, and Connectomics.",high citation signal (388); brain-structure signal,"Clinical cohorts vary by disease stage, comorbidity, treatment history, and follow-up.; Models can learn site or demographic artifacts instead of disease mechanisms.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1007/BF02178163,10.1007/BF02178163,70c31b4ed171b7706080aebfb48a9ca8f6e5347b
50,1995,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;clinical-neuroai,Aggregation of Secreted Amyloid -Protein into Sodium Dodecyl Sulfate-stable Oligomers in Cell Culture (*),"M. Podlisny, B. Ostaszewski, S. Squazzo, E. Koo, R. Rydell, D. Teplow, et al.",Journal of Biological Chemistry,381,126.42,"Filamentous aggregates of the 40-42-residue amyloid β-protein (Aβ) accumulate progressively in the limbic and cerebral cortex in Alzheimer's disease, where they are intimately associated with neuronal and glial cytopathology.",high citation signal (381); open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1074/JBC.270.16.9564,10.1074/JBC.270.16.9564,c335f78dddc4ccec6f020e7b2cd1c9970c97b0f9
51,1995,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Inflammatory leukocytic recruitment and diffuse neuronal degeneration are separate pathological processes resulting from traumatic brain injury,"H. Soares, R. Hicks, Douglas Smith, T. Mcintosh",Journal of Neuroscience,367,138.55,The present study characterized whether inflammatory leukocytic infiltration is temporally and regionally correlated with neuronal degeneration and/or blood brain barrier (BBB) breakdown resulting from traumatic brain injury.,high citation signal (367); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1523/JNEUROSCI.15-12-08223.1995,10.1523/JNEUROSCI.15-12-08223.1995,dd67f6971bc2accee70bff8f6b0fe8da9f3c7066
52,1995,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;clinical-neuroai,Neuronal necrosis after middle cerebral artery occlusion in Wistar rats progresses at different time intervals in the caudoputamen and the cortex.,"Julio H. Garcia, Kaiyin Liu, K. Ho",Stroke,365,120.65,"Positions Neuronal necrosis after middle cerebral artery occlusion in Wistar rats progresses at different time intervals in the caudoputamen and the cortex. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (365); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1161/01.STR.26.4.636,10.1161/01.STR.26.4.636,1c7756e2c759ffabc8462044dea8f5c93c0a385c
53,1995,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;neural-signals,Identification and Characterization of a Novel Related Adhesion Focal Tyrosine Kinase (RAFTK) from Megakaryocytes and Brain (*),"S. Avraham, R. London, Yigong Fu, Setsuo Ota, Dananagoud Hiregowdara, Junzhi Li, et al.",Journal of Biological Chemistry,363,123.55,"Positions Identification and Characterization of a Novel Related Adhesion Focal Tyrosine Kinase (RAFTK) from Megakaryocytes and Brain (*) within EEG, MEG, and Electrophysiology.",high citation signal (363); open-access PDF metadata; brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1074/JBC.270.46.27742,10.1074/JBC.270.46.27742,a335862f087e5856470f817dc39d3bdcd38ae5e4
54,1995,General Brain-AI Structure Reviews and Methods,brain-structure;neuroimaging,Anandamide Amidohydrolase Activity in Rat Brain Microsomes,"F. Désarnaud, H. Cadas, D. Piomelli",Journal of Biological Chemistry,340,122.37,"An amidohydrolase activity present in rat brain microsomes catalyzes the hydrolysis of N-arachidonoyl[3H]ethanolamine ([3H]anandamide), an endogenous cannabimimetic substance, forming [3H]ethanolamine and arachidonic acid.",high citation signal (340); open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1074/JBC.270.11.6030,10.1074/JBC.270.11.6030,ec51e52fa230790ddd52aa7082ce9184b2c0b40e
55,1995,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Women have greater density of neurons in posterior temporal cortex,"SF Witelson, I. Glezer, DL Kigar",Journal of Neuroscience,339,137.12,"Cytoarchitectonic area TA1 (von Economo) in the cortex of the planum temporale within the Sylvian fissure, which is auditory association cortex and documented to be part of the neural substrate of language functions, was studied quantitatively in the brain specimens of five women and four men (mean age of 50 year).",high citation signal (339); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1523/JNEUROSCI.15-05-03418.1995,10.1523/JNEUROSCI.15-05-03418.1995,c8ce0075bbc24d36152e4d86acc83f792c73fcba
56,1995,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"GAT-1, a high-affinity GABA plasma membrane transporter, is localized to neurons and astroglia in the cerebral cortex","A. Minelli, N. Brecha, Christine Karschiq, S. Debiasi, F. Conti",Journal of Neuroscience,339,135.12,"High affinity, GABA plasma membrane transporters influence the action of GABA, the main inhibitory neurotransmitter.",high citation signal (339); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1523/JNEUROSCI.15-11-07734.1995,10.1523/JNEUROSCI.15-11-07734.1995,96b96d81df6e63c144bd522b78198b5aaf45d9b4
57,1995,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure;neuroimaging,Learning and memory in the honeybee,"M. Hammer, R. Menzel",Unknown venue,339,122.32,Insects are favorable subjects for neuroethological studies.,high citation signal (339); open-access PDF metadata; brain-structure signal,"Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1523/JNEUROSCI.15-03-01617.1995,10.1523/JNEUROSCI.15-03-01617.1995,4f191b8d3a2715443b8ef84ca61dd69252ce50a2
58,1995,General Brain-AI Structure Reviews and Methods,brain-structure;decoding,The Brain's Visual World: Representation of Visual Targets in Cerebral Cortex,John H. R. Maunsell,Science,327,130.67,Positions The Brain's Visual World: Representation of Visual Targets in Cerebral Cortex within General Brain Science and Reviews.,high citation signal (327); recognized venue; brain-structure signal; brain-to-model interface signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1126/science.270.5237.764,10.1126/science.270.5237.764,cfb31ef03bdd998da826db9c6cf563c514b5bc32
59,1995,Clinical NeuroAI and Brain Disorders,brain-structure;machine-learning;clinical-neuroai,"Ziprasidone (CP-88,059): a new antipsychotic with combined dopamine and serotonin receptor antagonist activity.","T. Seeger, P. Seymour, Anne W. Schmidt, S. Zorn, D. Schulz, L. Lebel, et al.",Journal of Pharmacology and Experimental Therapeutics,323,141.65,"Ziprasidone (CP-88,059) is a combined 5-HT (serotonin) and dopamine receptor antagonist which exhibits potent effects in preclinical assays predictive of antipsychotic activity.",high citation signal (323); explicit AI/modeling signal; brain-structure signal,"Clinical cohorts vary by disease stage, comorbidity, treatment history, and follow-up.; Models can learn site or demographic artifacts instead of disease mechanisms.; Model performance should be checked for leakage, confounding, calibration, and external validity.",https://doi.org/10.1016/s0022-3565(25)12023-5,10.1016/s0022-3565(25)12023-5,05c8b49df1af1bce199f3c11522c9cd2967110e5
60,1995,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome;machine-learning,Cranial ultrasound prediction of disabling and nondisabling cerebral palsy at age two in a low birth weight population.,"J. Pinto-Martin, S. Riolo, Avital Cnaan, C. Holzman, Mervyn Susser, N. Paneth",Pediatrics,304,134.57,"OBJECTIVE To employ multivariate analytic techniques to assess the association between neonatal cranial ultrasound (US) abnormalities and subsequent cerebral palsy (CP), defined as disabling CP (DCP) or nondisabling CP (NDCP) depending on the level of motor dysfunction.",high citation signal (304); explicit AI/modeling signal; brain-structure signal,"Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Model performance should be checked for leakage, confounding, calibration, and external validity.",https://doi.org/10.1542/peds.95.2.249,10.1542/peds.95.2.249,915dd92c8c59cf43e1bb835a17cc612b60c35ba6
61,1995,Computational Neuroscience and Brain-Inspired AI,brain-structure,A constitutive relationship for large deformation finite element modeling of brain tissue.,"K. Mendis, R. Stalnaker, S. Advani",Journal of Biomechanical Engineering,297,135.75,Positions A constitutive relationship for large deformation finite element modeling of brain tissue. within Computational Neuroscience and AI.,high citation signal (297); brain-structure signal,"Model fit does not by itself prove biological mechanism.; Brain-inspired analogies can become too loose unless tied to measurable neural evidence.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1115/1.2794182,10.1115/1.2794182,d469700d9ad8173c39cec9df74028e1afc5398c1
62,1995,"Cognitive Architectures, Learning, and Systems Neuroscience",neural-signals,Different neural systems for the recognition of animals and man-made tools,"D. Perani, S. Cappa, V. Bettinardi, S. Bressi, M. Gorno-Tempini, M. Matarrese, et al.",NeuroReport,296,117.69,"Positions Different neural systems for the recognition of animals and man-made tools within EEG, MEG, and Electrophysiology.",high citation signal (296),"Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Signal drift, artifacts, and session effects can limit real-world decoding reliability.",https://doi.org/10.1097/00001756-199508000-00012,10.1097/00001756-199508000-00012,18c716d09d1523bc6396df416231c8001f33fb2a
63,1995,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Radial versus tangential migration of neuronal clones in the developing cerebral cortex.,P. Rakic,Proceedings of the National Academy of Sciences of the United States of America,293,130.5,"Positions Radial versus tangential migration of neuronal clones in the developing cerebral cortex. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (293); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1073/PNAS.92.25.11323,10.1073/PNAS.92.25.11323,107b3f9c7e301d6661b9852253ded269bdd38083
64,1995,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;clinical-neuroai;neuromorphic-bci,Intrastriatal implantation of fibroblasts genetically engineered to produce brain-derived neurotrophic factor prevents degeneration of dopaminergic neurons in a rat model of Parkinson's disease,"M. Levivier, Serge Przedborski, C. Bencsics, Un Jung Kang",Journal of Neuroscience,285,138.41,Parkinson's disease (PD) is a neurodegenerative disorder characterized by a progressive loss of the dopaminergic neurons of the substantia nigra pars compacta (SNpc).,high citation signal (285); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1523/JNEUROSCI.15-12-07810.1995,10.1523/JNEUROSCI.15-12-07810.1995,b287293280904f01a1b6614c4ba84e8997a8b3c3
